0.000000000000000000e+00,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
8.000000000000000000e+00,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
1.600000000000000000e+01,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
2.400000000000000000e+01,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
3.200000000000000000e+01,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
4.000000000000000000e+01,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
4.800000000000000000e+01,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
5.600000000000000000e+01,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
6.400000000000000000e+01,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
7.200000000000000000e+01,-1.000000000000000000e+00,7.467495257821025412e+00,0.000000000000000000e+00,4.037887156009673517e-01,-7.071067811865475727e-01,4.037887156009673517e-01,0.000000000000000000e+00,1.753277480602264404e-01,1.570796326794896336e+00,3.098113834857940674e-01,7.071067811865475727e-01
